Invoice,Sold to Party,Sold to Party Name,Sales Org
50125833769,1733212,SCHL 5039,A20
50125833772,1733201,SCHL 5055,A20
50125835572,1176121,BAKE 5121,A20
50125835574,1176121,BAKE 5121,A20
50125837256,1733102,SCHL 5161,A20
50125839728,1733511,TEXA 3018,A20
50125839964,1733201,SCHL 5055,A20
50125840649,1049716,FORD 5716,A20
50125841292,1733422,TEXA 2921,A20
50125842091,1417746,IBM  7746,A10
50125842401,1733212,SCHL 5039,A20
50125843653,1733201,SCHL 5055,A20
50125843787,1733212,SCHL 5039,A20
50125844341,1733212,SCHL 5039,A20
50125844411,1733511,TEXA 3018,A20
50125844416,1733048,HYPE 6588,A20
50125846464,1733289,UNIV 0114,A20
50125846831,1733212,SCHL 5039,A20
50125849639,1734044,SIEM 7346,A20
50125851773,1733201,SCHL 5055,A20
50125852456,1417746,IBM  7746,A10
50125852457,1417746,IBM  7746,A10
50125855135,1391333,BLUE 1333,A20
50125859655,1733866,JOHN 1731,A20
50125859829,1913708,AURI 3708,A20
50125864149,1733866,JOHN 1731,A20
50125867031,1297839,LUME 7839,A10
50125867624,1733201,SCHL 5055,A20
50125869622,1733212,SCHL 5039,A20
50125869625,1733212,SCHL 5039,A20
50125869628,1733212,SCHL 5039,A20
50125870787,1733212,SCHL 5039,A20
50125871427,1733466,AMAZ 7577,A20
50125873900,1733466,AMAZ 7577,A20
50125874023,1733289,UNIV 0114,A20
50125874125,1733212,SCHL 5039,A20
50125874882,1733289,UNIV 0114,A20
50125874948,1734044,SIEM 7346,A20
50125874949,1733212,SCHL 5039,A20
50125875436,1733212,SCHL 5039,A20
50125875469,1733511,TEXA 3018,A20
50125878904,1733212,SCHL 5039,A20
50125879785,1733215,SIEM 0766,A20
50125879786,1733215,SIEM 0766,A20
50125879877,1733212,SCHL 5039,A20
50125879880,1733212,SCHL 5039,A20
50125880294,1733212,SCHL 5039,A20
50125881002,1913708,AURI 3708,A20
50125883745,1733102,SCHL 5161,A20
50125884030,1391333,BLUE 1333,A20
50125884588,1734044,SIEM 7346,A20
50125884589,1733215,SIEM 0766,A20
50125885996,1733212,SCHL 5039,A20
50125885999,1733212,SCHL 5039,A20
50125890188,1733201,SCHL 5055,A20
50125890817,1733212,SCHL 5039,A20
50125891369,1733866,JOHN 1731,A20
50125892143,1733102,SCHL 5161,A20
50125892387,1733048,HYPE 6588,A20
50125896994,1733212,SCHL 5039,A20
50125896998,1733212,SCHL 5039,A20
50125898557,1733201,SCHL 5055,A20
50125898777,1733212,SCHL 5039,A20
50125899864,1053549,GE V 8549,A20
50125899868,1053549,GE V 8549,A20
50125902543,1733466,AMAZ 7577,A20
50125903447,1733201,SCHL 5055,A20
50125904451,1913708,AURI 3708,A20
50125904953,1733466,AMAZ 7577,A20
50125906315,1733215,SIEM 0766,A20
50125908644,1733212,SCHL 5039,A20
50125908754,1733212,SCHL 5039,A20
50125908857,1733201,SCHL 5055,A20
50125908912,1733102,SCHL 5161,A20
50125908913,1733102,SCHL 5161,A20
50125910214,1176121,BAKE 5121,A20
50125911212,1733102,SCHL 5161,A20
50125911535,1733466,AMAZ 7577,A20
50125912491,1733866,JOHN 1731,A20
50125916145,1733212,SCHL 5039,A20
50125917633,1733212,SCHL 5039,A20
50125917635,1733212,SCHL 5039,A20
50125917638,1733212,SCHL 5039,A20
50125917639,1733212,SCHL 5039,A20
50125917643,1733212,SCHL 5039,A20
50125919310,1297839,LUME 7839,A10
50125919648,1733422,TEXA 2921,A20
50125919658,1733422,TEXA 2921,A20
50125919792,1733048,HYPE 6588,A20
50125920655,1733048,HYPE 6588,A20
50125921261,1733102,SCHL 5161,A20
50125922171,1391333,BLUE 1333,A20
50125922253,1733215,SIEM 0766,A20
50125922262,1733102,SCHL 5161,A20
50125922265,1733102,SCHL 5161,A20
50125922828,1297839,LUME 7839,A10
50125925859,1297839,LUME 7839,A10
50125929451,1733212,SCHL 5039,A20
50125929476,1733511,TEXA 3018,A20
50125930121,1733201,SCHL 5055,A20
50125930125,1733201,SCHL 5055,A20
50125935600,1733511,TEXA 3018,A20
50125935634,1733201,SCHL 5055,A20
50125936976,1297839,LUME 7839,A10
50125937012,1734044,SIEM 7346,A20
50125937177,1913708,AURI 3708,A20
50125937434,1733378,Inno 7355,A20
50125939491,1733201,SCHL 5055,A20
50125939493,1733201,SCHL 5055,A20
50125939919,1734044,SIEM 7346,A20
50125939921,1734044,SIEM 7346,A20
50125939922,1733212,SCHL 5039,A20
50125943974,1297839,LUME 7839,A10
50125944342,1733201,SCHL 5055,A20
50125944375,1297839,LUME 7839,A10
50125945028,1220166,INTU 0166,A20
50125945101,1733212,SCHL 5039,A20
50125945102,1733212,SCHL 5039,A20
50125945401,1053549,GE V 8549,A20
50125945779,1733212,SCHL 5039,A20
50125946986,1391333,BLUE 1333,A20
50125946988,1391333,BLUE 1333,A20
50125946993,1391333,BLUE 1333,A20
50125947052,1733212,SCHL 5039,A20
50125947096,1733215,SIEM 0766,A20
50125948046,1733378,Inno 7355,A20
50125949467,1391333,BLUE 1333,A20
50125949469,1391333,BLUE 1333,A20
50125949488,1733102,SCHL 5161,A20
50125951216,1733201,SCHL 5055,A20
50125951919,1733048,HYPE 6588,A20
50125959416,1297839,LUME 7839,A10
50125959478,1733212,SCHL 5039,A20
50125959526,1733215,SIEM 0766,A20
50125959530,1733215,SIEM 0766,A20
50125960024,1733201,SCHL 5055,A20
50125961354,1220166,INTU 0166,A20
50125963055,1733201,SCHL 5055,A20
50125964298,1733212,SCHL 5039,A20
50125964299,1733212,SCHL 5039,A20
50125964472,1733378,Inno 7355,A20
50125967395,1733289,UNIV 0114,A20
50125967731,1733212,SCHL 5039,A20
50125967929,1733201,SCHL 5055,A20
50125968275,1733212,SCHL 5039,A20
50125968276,1733212,SCHL 5039,A20
50125968277,1733212,SCHL 5039,A20
50125972490,1733289,UNIV 0114,A20
50125972544,1733048,HYPE 6588,A20
50125973252,1733378,Inno 7355,A20
50125974113,1733466,AMAZ 7577,A20
50125974562,1733102,SCHL 5161,A20
50125974610,1733048,HYPE 6588,A20
50125975018,1391333,BLUE 1333,A20
50125975022,1391333,BLUE 1333,A20
50125975125,1733215,SIEM 0766,A20
50125975564,1733466,AMAZ 7577,A20
50125976560,1734044,SIEM 7346,A20
50125976995,1220166,INTU 0166,A20
50125978273,1733201,SCHL 5055,A20
50125978304,1734044,SIEM 7346,A20
50125979065,1733378,Inno 7355,A20
50125980641,1733102,SCHL 5161,A20
50125986052,1733212,SCHL 5039,A20
50125986278,1391333,BLUE 1333,A20
50125986386,1053549,GE V 8549,A20
50125986390,1053549,GE V 8549,A20
50125986793,1593948,KGS  5500,A20
50125988449,1733212,SCHL 5039,A20
50125988451,1733212,SCHL 5039,A20
50125989486,1733289,UNIV 0114,A20
50125989547,1297839,LUME 7839,A10
50125989817,1733201,SCHL 5055,A20
50125990282,1391333,BLUE 1333,A20
50125990350,1733333,UNIO 7575,A20
50125991262,1733212,SCHL 5039,A20
50125991813,1733212,SCHL 5039,A20
50125992310,1913708,AURI 3708,A20
50125992569,1733466,AMAZ 7577,A20
50125992570,1733466,AMAZ 7577,A20
50125994260,1733102,SCHL 5161,A20
50125996266,1733212,SCHL 5039,A20
50125996269,1733212,SCHL 5039,A20
50125996272,1733212,SCHL 5039,A20
50125997110,1733466,AMAZ 7577,A20
50125997544,1220166,INTU 0166,A20
50125997666,1733201,SCHL 5055,A20
50125997670,1733201,SCHL 5055,A20
50125997674,1733201,SCHL 5055,A20
50126000862,1733212,SCHL 5039,A20
50126002535,1733201,SCHL 5055,A20
50126004168,1733422,TEXA 2921,A20
50126004216,1733212,SCHL 5039,A20
50126005131,1734044,SIEM 7346,A20
50126005478,1733422,TEXA 2921,A20
50126005596,1733201,SCHL 5055,A20
50126005859,1733378,Inno 7355,A20
50126005860,1733378,Inno 7355,A20
50126005863,1733378,Inno 7355,A20
50126005869,1733378,Inno 7355,A20
50126013405,1733201,SCHL 5055,A20
50126013673,1176121,BAKE 5121,A20
50126014471,1733511,TEXA 3018,A20
50126014487,1733212,SCHL 5039,A20
50126015083,1733212,SCHL 5039,A20
50126016307,1734044,SIEM 7346,A20
50126018024,1733212,SCHL 5039,A20
50126020757,1733201,SCHL 5055,A20
50126021039,1733212,SCHL 5039,A20
50126022560,1733201,SCHL 5055,A20
50126024926,1220166,INTU 0166,A20
50126025738,1734044,SIEM 7346,A20
50126034135,1733212,SCHL 5039,A20
50126034137,1733212,SCHL 5039,A20
50126034832,1733212,SCHL 5039,A20
50126039887,1733600,JABI 4501,A20
50126042328,1734044,SIEM 7346,A20
50126043046,1733212,SCHL 5039,A20
50126043301,1733212,SCHL 5039,A20
50126043720,1733201,SCHL 5055,A20
50126044894,1733333,UNIO 7575,A20
50126045240,1733212,SCHL 5039,A20
50126045241,1733212,SCHL 5039,A20
50126045535,1734044,SIEM 7346,A20
50126048321,1733215,SIEM 0766,A20
50126049014,1733048,HYPE 6588,A20
50126050505,1733212,SCHL 5039,A20
50126051613,1734088,CADE 5238,A30
50126052348,1053549,GE V 8549,A20
50126052746,1733212,SCHL 5039,A20
50126053056,1220166,INTU 0166,A20
50126056793,1733102,SCHL 5161,A20
50126056796,1733102,SCHL 5161,A20
50126058523,1733201,SCHL 5055,A20
50126059864,1733378,Inno 7355,A20
50126059876,1733378,Inno 7355,A20
50126059884,1733378,Inno 7355,A20
50126060561,1733212,SCHL 5039,A20
50126061270,1733102,SCHL 5161,A20
50126062545,1049716,FORD 5716,A20
50126063193,1220166,INTU 0166,A20
50126063196,1391333,BLUE 1333,A20
50126063406,1733378,Inno 7355,A20
50126063847,1391333,BLUE 1333,A20
50126066008,1734044,SIEM 7346,A20
50126066011,1734044,SIEM 7346,A20
50126066014,1734044,SIEM 7346,A20
50126073075,1734044,SIEM 7346,A20
50126073499,1220166,INTU 0166,A20
50126073588,1176121,BAKE 5121,A20
50126074073,1734044,SIEM 7346,A20
50126074288,1733466,AMAZ 7577,A20
50126075784,1733212,SCHL 5039,A20
50126076736,1733466,AMAZ 7577,A20
50126078001,1733212,SCHL 5039,A20
50126080883,1733466,AMAZ 7577,A20
50126080885,1733466,AMAZ 7577,A20
50126080997,1734132,INTE 1674,A20
50126081520,1733866,JOHN 1731,A20
50126081997,1733201,SCHL 5055,A20
50126090984,1734044,SIEM 7346,A20
50126090989,1734044,SIEM 7346,A20
50126090990,1734044,SIEM 7346,A20
50126091973,1733422,TEXA 2921,A20
50126092012,1913708,AURI 3708,A20
50126092414,1733422,TEXA 2921,A20
50126092417,1733422,TEXA 2921,A20
50126092423,1733422,TEXA 2921,A20
50126097259,1733212,SCHL 5039,A20
50126097261,1733212,SCHL 5039,A20
50126098543,1220166,INTU 0166,A20
50126102258,1733212,SCHL 5039,A20
50126102260,1733212,SCHL 5039,A20
50126102263,1733201,SCHL 5055,A20
50126102581,1734044,SIEM 7346,A20
50126104287,1733102,SCHL 5161,A20
50126106155,1733466,AMAZ 7577,A20
50126106245,1733201,SCHL 5055,A20
50126107912,1733289,UNIV 0114,A20
50126107978,1733212,SCHL 5039,A20
50126110716,1176121,BAKE 5121,A20
50126111764,1733466,AMAZ 7577,A20
50126112367,1733102,SCHL 5161,A20
50126115078,1733215,SIEM 0766,A20
50126115080,1733215,SIEM 0766,A20
50126115547,1733212,SCHL 5039,A20
50126115620,1733215,SIEM 0766,A20
50126115941,1220166,INTU 0166,A20
50126116134,1733212,SCHL 5039,A20
50126116852,1297839,LUME 7839,A10
50126118262,1733215,SIEM 0766,A20
50126118991,1733212,SCHL 5039,A20
50126118992,1733212,SCHL 5039,A20
50126119135,1733201,SCHL 5055,A20
50126119322,1733215,SIEM 0766,A20
50126120261,1733212,SCHL 5039,A20
50126121533,1733201,SCHL 5055,A20
50126123566,1734044,SIEM 7346,A20
50126124464,1913708,AURI 3708,A30
50126126465,1733466,AMAZ 7577,A20
50126127770,1733212,SCHL 5039,A20
50126127772,1733212,SCHL 5039,A20
50126129843,1734044,SIEM 7346,A20
50126130009,1733466,AMAZ 7577,A20
50126132198,1391333,BLUE 1333,A20
50126132199,1391333,BLUE 1333,A20
50126132200,1391333,BLUE 1333,A20
50126133740,1733201,SCHL 5055,A20
50126134623,1733466,AMAZ 7577,A20
50126134624,1733466,AMAZ 7577,A20
50126135003,1391333,BLUE 1333,A20
50126135028,1733422,TEXA 2921,A20
50126135921,1733422,TEXA 2921,A20
50126136313,1733102,SCHL 5161,A20
50126136803,1297839,LUME 7839,A10
50126139238,1391333,BLUE 1333,A20
50126139241,1391333,BLUE 1333,A20
50126139244,1391333,BLUE 1333,A20
50126139476,1733466,AMAZ 7577,A20
50126139830,1733201,SCHL 5055,A20
50126140648,1733215,SIEM 0766,A20
50126140651,1733215,SIEM 0766,A20
50126142247,1733212,SCHL 5039,A20
50126146638,1220166,INTU 0166,A20
50126146694,1733102,SCHL 5161,A20
50126147656,1733215,SIEM 0766,A20
50126147791,1733215,SIEM 0766,A20
50126147839,1734044,SIEM 7346,A20
50126150118,1733212,SCHL 5039,A20
50126150989,1733212,SCHL 5039,A20
50126150993,1733212,SCHL 5039,A20
50126151364,1733212,SCHL 5039,A20
50126151898,1733102,SCHL 5161,A20
50126151904,1733102,SCHL 5161,A20
50126151995,1733201,SCHL 5055,A20
50126152284,1733102,SCHL 5161,A20
50126152869,1733212,SCHL 5039,A20
50126152905,1913708,AURI 3708,A20
50126153706,1391333,BLUE 1333,A20
50126153708,1391333,BLUE 1333,A20
50126154862,1733466,AMAZ 7577,A20
50126157034,1733102,SCHL 5161,A20
50126157035,1733102,SCHL 5161,A20
50126159885,1733201,SCHL 5055,A20
50126160976,1176121,BAKE 5121,A20
50126163847,1391333,BLUE 1333,A20
50126164521,1733466,AMAZ 7577,A20
50126165380,1733333,UNIO 7575,A20
50126166769,1734177,TELO 6987,A20
50126169443,1733212,SCHL 5039,A20
50126169446,1733212,SCHL 5039,A20
50126169938,1733212,SCHL 5039,A20
50126172106,1733822,GE V 8307,A10
50126184981,1176121,BAKE 5121,A20
50126186818,1391333,BLUE 1333,A20
50126202935,1220166,INTU 0166,A20
50126205474,1733201,SCHL 5055,A20
50126208536,1220166,INTU 0166,A20
50126212370,1733733,WAYM 9911,A20
50126214457,1734044,SIEM 7346,A20
50126214460,1734044,SIEM 7346,A20
50126215157,1391333,BLUE 1333,A20
50126215191,1733215,SIEM 0766,A20
50126217448,1734044,SIEM 7346,A20
50126223408,1220166,INTU 0166,A20
50126224337,1391333,BLUE 1333,A20
50126226240,1733466,AMAZ 7577,A20
50126227393,1733289,UNIV 0114,A20
50126228081,1734132,INTE 1674,A20
50126228381,1733466,AMAZ 7577,A20
50126228766,1733102,SCHL 5161,A20
50126232019,1734044,SIEM 7346,A20
50126233345,1733466,AMAZ 7577,A20
50126238946,1733466,AMAZ 7577,A20
50126239888,1391333,BLUE 1333,A20
50126241780,1733212,SCHL 5039,A20
50126244526,1733212,SCHL 5039,A20
50126245763,1220166,INTU 0166,A20
50126250441,1733733,WAYM 9911,A20
50126250525,1733466,AMAZ 7577,A20
50126250526,1733466,AMAZ 7577,A20
50126250566,1733215,SIEM 0766,A20
50126251510,1733378,Inno 7355,A20
50126251511,1733378,Inno 7355,A20
50126251839,1733466,AMAZ 7577,A20
50126252202,1734044,SIEM 7346,A20
50126254269,1176121,BAKE 5121,A20
50126254391,1297839,LUME 7839,A10
50126254620,1733212,SCHL 5039,A20
50126255996,1733866,JOHN 1731,A20
50126255997,1733866,JOHN 1731,A20
50126257790,1733378,Inno 7355,A20
50126257791,1733378,Inno 7355,A20
50126258234,1733212,SCHL 5039,A20
50126259333,1733511,TEXA 3018,A20
50126261094,1176121,BAKE 5121,A20
50126263670,1734221,DIAG 1352,A20
50126263991,1733212,SCHL 5039,A20
50126265554,1391333,BLUE 1333,A20
50126265625,1733201,SCHL 5055,A20
50126265686,1733102,SCHL 5161,A20
50126267942,1297839,LUME 7839,A10
50126269142,1734044,SIEM 7346,A20
50126269668,1453786,UNIV 3786,A20
50126270300,1733289,UNIV 0114,A20
50126270381,1733215,SIEM 0766,A20
50126273871,1733212,SCHL 5039,A20
50126273874,1733212,SCHL 5039,A20
50126274065,1176121,BAKE 5121,A20
50126277873,1733212,SCHL 5039,A20
50126279506,1734044,SIEM 7346,A20
50126279510,1734044,SIEM 7346,A20
50126280657,1593948,KGS  5500,A20
50126288529,1733289,UNIV 0114,A20
50126288581,1733201,SCHL 5055,A20
50126295769,1733466,AMAZ 7577,A20
50126295771,1733466,AMAZ 7577,A20
50126297305,1733212,SCHL 5039,A20
50126297808,1733102,SCHL 5161,A20
50126299119,1734266,AMAZ 1311,A20
50126300870,1733866,JOHN 1731,A20
50126301944,1391333,BLUE 1333,A20
50126302897,1734044,SIEM 7346,A20
50126303345,1220166,INTU 0166,A20
50126304211,1733201,SCHL 5055,A20
50126304437,1297839,LUME 7839,A10
50126306204,1734310,EERO 3793,A20
50126306249,1733866,JOHN 1731,A20
50126307614,1176121,BAKE 5121,A20
50126307616,1176121,BAKE 5121,A20
50126307619,1176121,BAKE 5121,A20
50126307699,1733215,SIEM 0766,A20
50126311703,1297839,LUME 7839,A10
50126311942,1297839,LUME 7839,A10
50126311944,1297839,LUME 7839,A10
50126312128,1733215,SIEM 0766,A20
50126312376,1734044,SIEM 7346,A20
50126312571,1733215,SIEM 0766,A20
50126316135,1297839,LUME 7839,A10
50126316316,1733212,SCHL 5039,A20
50126323032,1733466,AMAZ 7577,A20
50126324753,1220166,INTU 0166,A20
50126324808,1733466,AMAZ 7577,A20
50126325792,1733212,SCHL 5039,A20
50126326881,1733378,Inno 7355,A20
50126330572,1733212,SCHL 5039,A20
50126331444,1297839,LUME 7839,A10
50126332117,1733212,SCHL 5039,A20
50126332122,1733212,SCHL 5039,A20
50126334176,1733201,SCHL 5055,A20
50126334178,1733201,SCHL 5055,A20
50126338320,1734132,INTE 1674,A20
50126338402,1220166,INTU 0166,A20
50126339621,1176121,BAKE 5121,A20
50126341936,1733212,SCHL 5039,A20
50126342502,1733102,SCHL 5161,A20
50126343981,1297839,LUME 7839,A10
50126344104,1733215,SIEM 0766,A20
50126351308,1733102,SCHL 5161,A20
50126351309,1733102,SCHL 5161,A20
50126353355,1733422,TEXA 2921,A20
50126353360,1733422,TEXA 2921,A20
50126354646,1391333,BLUE 1333,A20
50126354734,1733466,AMAZ 7577,A20
50126355642,1733102,SCHL 5161,A20
50126356281,1733212,SCHL 5039,A20
50126357721,1297839,LUME 7839,A10
50126357877,1733212,SCHL 5039,A20
50126360156,1733201,SCHL 5055,A20
50126360830,1733378,Inno 7355,A20
50126362834,1733866,JOHN 1731,A20
50126363632,1733215,SIEM 0766,A20
50126365473,1733212,SCHL 5039,A20
50126365476,1733212,SCHL 5039,A20
50126367873,1733212,SCHL 5039,A20
50126368610,1297839,LUME 7839,A10
50126369192,1297839,LUME 7839,A10
50126369193,1297839,LUME 7839,A10
50126381116,1176121,BAKE 5121,A20
50126381396,1733212,SCHL 5039,A20
50126384134,1391333,BLUE 1333,A20
50126386208,1733048,HYPE 6588,A20
50126389381,1733102,SCHL 5161,A20
50126390779,1733212,SCHL 5039,A20
50126392868,1733201,SCHL 5055,A20
50126394022,1297839,LUME 7839,A10
50126395187,1733212,SCHL 5039,A20
50126396125,1733215,SIEM 0766,A20
50126396420,1733212,SCHL 5039,A20
50126396421,1733212,SCHL 5039,A20
50126396424,1733212,SCHL 5039,A20
50126397317,1733866,JOHN 1731,A20
50126397608,1733212,SCHL 5039,A20
50126397636,1733422,TEXA 2921,A20
50126397747,1733215,SIEM 0766,A20
50126398358,1733289,UNIV 0114,A20
50126404579,1733215,SIEM 0766,A20
50126404847,1733212,SCHL 5039,A20
50126406266,1733212,SCHL 5039,A20
50126406268,1733212,SCHL 5039,A20
50126407821,1733466,AMAZ 7577,A20
50126408974,1733212,SCHL 5039,A20
50126408976,1733212,SCHL 5039,A20
50126409884,1297839,LUME 7839,A10
50126413217,1733212,SCHL 5039,A20
50126415971,1733102,SCHL 5161,A20
50126416069,1733215,SIEM 0766,A20
50126417057,1391333,BLUE 1333,A20
50126417058,1391333,BLUE 1333,A20
50126417171,1733215,SIEM 0766,A20
50126418313,1733212,SCHL 5039,A20
50126419831,1391333,BLUE 1333,A20
50126423933,1176121,BAKE 5121,A20
50126436285,1734044,SIEM 7346,A20
50126439148,1733102,SCHL 5161,A20
50126447996,1733212,SCHL 5039,A20
50126449279,1734044,SIEM 7346,A20
50126449282,1734044,SIEM 7346,A20
50126453776,1297839,LUME 7839,A10
50126458156,1733822,GE V 8307,A10
50126458157,1733822,GE V 8307,A10
50126458159,1733822,GE V 8307,A10
50126458695,1391333,BLUE 1333,A20
50126458699,1391333,BLUE 1333,A20
50126459492,1734354,BLOC 9694,A20
50126459797,1733866,JOHN 1731,A20
50126459798,1733866,JOHN 1731,A20
50126460125,1733201,SCHL 5055,A20
50126460129,1733201,SCHL 5055,A20
50126460196,1733048,HYPE 6588,A20
50126463133,1391333,BLUE 1333,A20
50126463557,1733212,SCHL 5039,A20
50126464555,1297839,LUME 7839,A10
50126467213,1733102,SCHL 5161,A20
50126469239,1733212,SCHL 5039,A20
50126470125,1733422,TEXA 2921,A20
50126470135,1733422,TEXA 2921,A20
50126475394,1391333,BLUE 1333,A20
50126475426,1733048,HYPE 6588,A20
50126475975,1391333,BLUE 1333,A20
50126475981,1391333,BLUE 1333,A20
50126476514,1733466,AMAZ 7577,A20
50126477282,1297839,LUME 7839,A10
50126478026,1391333,BLUE 1333,A20
50126478186,1733215,SIEM 0766,A20
50126479395,1391333,BLUE 1333,A20
50126479916,1733102,SCHL 5161,A20
50126481615,1733212,SCHL 5039,A20
50126483120,1913708,AURI 3708,A20
50126487101,1733212,SCHL 5039,A20
50126488749,1733212,SCHL 5039,A20
50126491943,1733201,SCHL 5055,A20
50126491944,1733201,SCHL 5055,A20
50126492658,1733600,JABI 4501,A20
50126494749,1220166,INTU 0166,A20
50126497339,1391333,BLUE 1333,A20
50126499392,1733215,SIEM 0766,A20
50126499874,1733212,SCHL 5039,A20
50126500550,1733866,JOHN 1731,A20
50126501084,1733215,SIEM 0766,A20
50126506980,1391333,BLUE 1333,A20
50126507002,1733215,SIEM 0766,A20
50126508220,1297839,LUME 7839,A10
50126508500,1230147,HALL 0147,A20
50126508509,1733866,JOHN 1731,A20
50126509145,1734399,TESL 0308,A30
50126509503,1733201,SCHL 5055,A20
50126509504,1733201,SCHL 5055,A20
50126509629,1733212,SCHL 5039,A20
50126509968,1391333,BLUE 1333,A20
50126511111,1733048,HYPE 6588,A20
50126511795,1230147,HALL 0147,A20
50126513164,1733466,AMAZ 7577,A20
50126516755,1734399,TESL 0308,A20
50126517281,1733212,SCHL 5039,A20
50126518099,1734399,TESL 0308,A30
50126520802,1391333,BLUE 1333,A20
50126522676,1733822,GE V 8307,A10
50126523922,1733212,SCHL 5039,A20
50126526073,1176121,BAKE 5121,A20
50126526285,1230147,HALL 0147,A20
50126526329,1391333,BLUE 1333,A20
50126526331,1391333,BLUE 1333,A20
50126526332,1391333,BLUE 1333,A20
50126526497,1733822,GE V 8307,A10
50126526499,1733822,GE V 8307,A10
50126526817,1391333,BLUE 1333,A20
50126528230,1391333,BLUE 1333,A20
50126529722,1733822,GE V 8307,A10
50126529743,1734399,TESL 0308,A20
50126529780,1176121,BAKE 5121,A20
50126531332,1733215,SIEM 0766,A20
50126534751,1733822,GE V 8307,A10
50126536344,1733201,SCHL 5055,A20
50126536346,1733201,SCHL 5055,A20
50126536618,1734399,TESL 0308,A20
50126537522,1733102,SCHL 5161,A20
50126538040,1733102,SCHL 5161,A20
50126540414,1733212,SCHL 5039,A20
50126540434,1733201,SCHL 5055,A20
50126541955,1734399,TESL 0308,A30
50126547292,1297839,LUME 7839,A10
50126547311,1734221,DIAG 1352,A20
50126549385,1176121,BAKE 5121,A20
50126551475,1733212,SCHL 5039,A20
50126552291,1733289,UNIV 0114,A20
50126553097,1733212,SCHL 5039,A20
50126554312,1733201,SCHL 5055,A20
50126555189,1734221,DIAG 1352,A20
50126559841,1734044,SIEM 7346,A20
50126561341,1734044,SIEM 7346,A20
50126561343,1734044,SIEM 7346,A20
50126562281,1391333,BLUE 1333,A20
50126562944,1733102,SCHL 5161,A20
50126564228,1733048,HYPE 6588,A20
50126565567,1391333,BLUE 1333,A20
50126565648,1733422,TEXA 2921,A20
50126565710,1733212,SCHL 5039,A20
50126566718,1733212,SCHL 5039,A20
50126567353,1733866,JOHN 1731,A20
50126569324,1391333,BLUE 1333,A20
50126569686,1733333,UNIO 7575,A20
50126572907,1733822,GE V 8307,A10
50126573939,1733201,SCHL 5055,A20
50126576163,1733201,SCHL 5055,A20
50126576408,1733215,SIEM 0766,A20
50126578181,1733466,AMAZ 7577,A20
50126581521,1913708,AURI 3708,A20
50126585190,1733212,SCHL 5039,A20
50126585924,1733215,SIEM 0766,A20
50126586227,1733048,HYPE 6588,A20
50126589471,1734044,SIEM 7346,A20
50126589769,1733212,SCHL 5039,A20
50126589771,1733212,SCHL 5039,A20
50126590363,1733102,SCHL 5161,A20
50126593263,1733102,SCHL 5161,A20
50126595239,1733212,SCHL 5039,A20
50126602291,1734044,SIEM 7346,A20
50126602295,1734044,SIEM 7346,A20
50126602299,1734044,SIEM 7346,A20
50126604824,1733212,SCHL 5039,A20
50126610510,1733212,SCHL 5039,A20
50126614862,1733822,GE V 8307,A10
50126614937,1733215,SIEM 0766,A20
50126615761,1593948,KGS  5500,A20
50126618763,1733511,TEXA 3018,A20
50126620035,1733201,SCHL 5055,A20
50126622118,1733378,Inno 7355,A20
50126622122,1733378,Inno 7355,A20
50126622129,1733378,Inno 7355,A20
50126622286,1733378,Inno 7355,A20
50126622289,1733378,Inno 7355,A20
50126622290,1733378,Inno 7355,A20
50126624275,1734399,TESL 0308,A20
50126626494,1733378,Inno 7355,A20
50126627354,1733866,JOHN 1731,A20
50126627620,1733201,SCHL 5055,A20
50126627816,1733212,SCHL 5039,A20
50126632238,1391333,BLUE 1333,A20
50126632801,1733201,SCHL 5055,A20
50126634708,1230147,HALL 0147,A20
50126635282,1733511,TEXA 3018,A20
50126635819,1733212,SCHL 5039,A20
50126639300,1297839,LUME 7839,A10
50126639511,1391333,BLUE 1333,A20
50126639542,1733212,SCHL 5039,A20
50126641198,1733212,SCHL 5039,A20
50126641998,1733201,SCHL 5055,A20
50126644017,1391333,BLUE 1333,A20
50126644429,1733212,SCHL 5039,A20
50126644435,1733212,SCHL 5039,A20
50126644436,1733212,SCHL 5039,A20
50126646259,1734354,BLOC 9694,A20
50126646562,1176121,BAKE 5121,A20
50126654041,1733201,SCHL 5055,A20
50126654422,1733378,Inno 7355,A20
50126654423,1733378,Inno 7355,A20
50126654577,1734221,DIAG 1352,A20
50126654749,1733102,SCHL 5161,A20
50126655065,1733048,HYPE 6588,A20
50126655391,1391333,BLUE 1333,A20
50126655568,1733212,SCHL 5039,A20
50126658185,1297839,LUME 7839,A10
50126662041,1734399,TESL 0308,A20
50126663625,1733378,Inno 7355,A20
50126663627,1733378,Inno 7355,A20
50126664314,1733201,SCHL 5055,A20
50126666273,1733102,SCHL 5161,A20
50126668833,1733102,SCHL 5161,A20
50126669508,1733866,JOHN 1731,A20
50126672849,1733511,TEXA 3018,A20
50126674197,1734044,SIEM 7346,A20
50126678361,1391333,BLUE 1333,A20
50126678364,1391333,BLUE 1333,A20
50126678367,1391333,BLUE 1333,A20
50126678530,1913708,AURI 3708,A20
50126679238,1734044,SIEM 7346,A20
50126680058,1733511,TEXA 3018,A20
50126680424,1733511,TEXA 3018,A20
50126681546,1391333,BLUE 1333,A20
50126681811,1733822,GE V 8307,A10
50126685430,1734044,SIEM 7346,A20
50126686172,1733102,SCHL 5161,A20
