Invoice,PO No.,Inv. Date,Total Invoice
50125683155,PO17694715,10/7/2024,$92.61 
50125683532,PO17614232,10/8/2024,"$67,506.66 "
50125683535,PO17537941,10/8/2024,"$3,897.51 "
50125685744,PO17574373,10/9/2024,$652.91 
50125686742,PO17716762,10/7/2024,$125.95 
50125688475,PO17573064,10/9/2024,"$17,690.38 "
50125688508,PO17503478,10/9/2024,$860.38 
50125688948,PO17499261,10/9/2024,$721.63 
50125688950,PO17185989,10/9/2024,"$7,277.76 "
50125689013,PO17511433,10/9/2024,"$4,681.00 "
50125690729,PO17524075,10/9/2024,"$15,595.00 "
50125690902,PO17613353,10/8/2024,$198.00 
50125694360,PO17523865,10/9/2024,"$290,690.80 "
50125695264,PO17593461,10/10/2024,"$22,086.00 "
50125695266,PO17514177,10/10/2024,"$4,668.94 "
50125695270,PO17525522,10/10/2024,$91.80 
50125695339,PO17615719,10/10/2024,"$1,002.40 "
50125697113,PO17584185,10/10/2024,"$128,502.80 "
50125697432,PO17363345,10/11/2024,"$4,000.00 "
50125698395,PO16817760,10/12/2024,"$4,350.12 "
50125703136,PO17425942,10/16/2024,"$2,057.80 "
50125703883,PO17496060,10/15/2024,$860.38 
50125703886,PO17506061,10/15/2024,$860.38 
50125706463,PO17723797,10/18/2024,$8.76 
50125708016,PO17637759,10/15/2024,"$5,393.28 "
50125708022,PO17637760,10/15/2024,"$11,033.00 "
50125708966,PO17494546,10/14/2024,$860.38 
50125709616,PO16815362,10/15/2024,"$109,489.52 "
50125710904,PO17710378,10/15/2024,"$11,909.86 "
50125711530,PO17515292,10/15/2024,"$1,796.10 "
50125713098,PO17652287,10/17/2024,$200.00 
50125713100,PO16865636,10/17/2024,"$1,393.42 "
50125713142,PO17515695,10/17/2024,"$4,190.90 "
50125717066,PO17544098,10/21/2024,"$11,560.50 "
50125717491,PO17668989,10/22/2024,"$167,442.38 "
50125717494,PO16738990,10/22/2024,"$1,255.80 "
50125717496,PO16738991,10/22/2024,"$1,506.96 "
50125718156,PO17515013,10/17/2024,"$8,713.31 "
50125718467,PO17562284,10/19/2024,"$4,127.02 "
50125718482,PO17619645,10/19/2024,$179.00 
50125721487,PO17562282,10/18/2024,"$13,362.04 "
50125721491,PO17562283,10/18/2024,"$19,528.42 "
50125721494,PO17088907,10/18/2024,"$4,161.02 "
50125723520,PO17559282,10/21/2024,"$1,667.50 "
50125723523,PO17671182,10/21/2024,"$7,039.20 "
50125723581,PO17547381,10/21/2024,"$1,651.50 "
50125725061,PO17630921,10/21/2024,$271.00 
50125726656,PO17131285,10/22/2024,$605.50 
50125726658,PO17411286,10/22/2024,$605.50 
50125726692,PO17677040,10/22/2024,"$1,020.25 "
50125727072,PO17716856,10/22/2024,$50.00 
50125727564,PO17614192,10/23/2024,"$3,220.80 "
50125727590,PO17453982,10/23/2024,$189.00 
50125727691,PO17729648,10/23/2024,$25.52 
50125729229,PO17720761,10/24/2024,$1.58 
50125729247,PO17650926,10/24/2024,$200.00 
50125729465,PO17615148,10/22/2024,$141.00 
50125729469,PO17486714,10/22/2024,$260.00 
50125729478,PO17494010,10/22/2024,$75.35 
50125729480,PO17665751,10/22/2024,$216.26 
50125731981,PO17549436,10/23/2024,"$11,248.50 "
50125733064,PO17545600,10/23/2024,"$5,600.82 "
50125733069,PO17700533,10/23/2024,"$1,566.72 "
50125734215,PO17724870,10/23/2024,"$6,000.30 "
50125734362,PO17543343,10/23/2024,"$3,294.60 "
50125734776,PO17616624,11/1/2024,"$33,241.30 "
50125736304,PO17718820,10/25/2024,$199.00 
50125736319,PO16635823,10/25/2024,"$24,303.50 "
50125736783,PO17542723,10/24/2024,$428.80 
50125737540,PO17591946,10/24/2024,$60.80 
50125739764,PO17724280,10/30/2024,$305.76 
50125739765,PO17729940,10/30/2024,$419.55 
50125740791,PO17339423,10/25/2024,"$26,464.68 "
50125740793,PO17616489,10/25/2024,"$4,749.75 "
50125740795,PO17334161,10/25/2024,"$26,464.68 "
50125741080,PO17734281,10/25/2024,$107.12 
50125744118,PO17616319,10/28/2024,"$4,116.45 "
50125744544,PO17666246,10/28/2024,$323.50 
50125745311,PO17487560,10/28/2024,"$2,311.22 "
50125745312,PO17669067,10/28/2024,$88.50 
50125746714,PO17729787,10/29/2024,$83.19 
50125747323,PO17512953,10/29/2024,"$1,197.40 "
50125747325,PO17512955,10/29/2024,$476.60 
50125747326,PO17522956,10/29/2024,"$2,383.00 "
50125747327,PO17522957,10/29/2024,"$3,891.55 "
50125748182,PO17337953,10/29/2024,"$17,202.04 "
50125750458,PO17706477,11/1/2024,"$3,185.40 "
50125753349,PO17720343,10/30/2024,"$8,275.20 "
50125756160,PO17613900,10/31/2024,"$12,931.20 "
50125756881,PO17612185,11/1/2024,$98.75 
50125757604,PO17488065,11/1/2024,$203.80 
50125759622,PO17694209,11/5/2024,"$2,496.65 "
50125762229,PO17746795,11/6/2024,"$6,506.30 "
50125764057,PO17723923,11/5/2024,$78.87 
50125766472,PO17698323,11/6/2024,"$11,362.80 "
50125766632,PO17697400,11/6/2024,"$1,650.00 "
50125769330,PO17699570,11/6/2024,"$21,570.00 "
50125769353,PO17647270,11/6/2024,"$1,542.60 "
50125770029,PO17678352,11/7/2024,$324.39 
50125770252,PO17617064,11/7/2024,"$3,609.81 "
50125770649,PO17639497,11/7/2024,$450.00 
50125772612,PO17636989,11/7/2024,$600.00 
50125773089,PO17709648,11/7/2024,"$7,230.00 "
50125776556,PO17668953,11/7/2024,$23.57 
50125776636,PO17652093,11/8/2024,"$7,203.00 "
50125780468,PO17750352,11/19/2024,$687.28 
50125781129,PO17750787,11/13/2024,$22.72 
50125783001,PO17422325,11/13/2024,"$1,667.73 "
50125783002,PO17636881,11/13/2024,$81.50 
50125784553,PO17420545,11/13/2024,$169.19 
50125790213,PO17748201,11/14/2024,"$59,950.00 "
50125790270,PO17700293,11/15/2024,$148.00 
50125790279,PO17725203,11/15/2024,"$2,507.00 "
50125790617,PO17377722,11/15/2024,$58.25 
50125791445,PO17747297,11/14/2024,$159.50 
50125792502,PO17431724,11/14/2024,"$74,790.00 "
50125795497,PO17733997,11/20/2024,"$4,360.08 "
50125796117,PO17440079,11/15/2024,"$1,426.00 "
50125796118,PO17450080,11/15/2024,"$1,426.00 "
50125796967,PO17560324,11/16/2024,"$88,475.00 "
50125797032,PO17738227,11/16/2024,$8.20 
50125797034,PO17429954,11/16/2024,"$16,417.80 "
50125797040,PO17634191,11/16/2024,"$2,843.84 "
50125797050,PO17451092,11/16/2024,$189.00 
50125798914,PO17735824,11/15/2024,"$21,165.46 "
50125799700,PO17332164,11/21/2024,"$1,736.80 "
50125799704,PO17333276,11/21/2024,"$3,690.70 "
50125799710,PO16674043,11/21/2024,$193.76 
50125800323,PO17572391,11/16/2024,$67.50 
50125800327,PO17589097,11/16/2024,"$1,421.92 "
50125800329,PO17709108,11/16/2024,"$1,457.81 "
50125800742,PO17560598,11/19/2024,"$37,552.25 "
50125801394,PO17569837,11/18/2024,"$33,587.92 "
50125802091,PO17706032,11/18/2024,"$35,098.97 "
50125802125,PO17696359,11/18/2024,"$2,413.29 "
50125802697,PO17756537,11/18/2024,"$1,292.00 "
50125802807,PO17707112,11/18/2024,"$4,786.22 "
50125803049,PO17418014,11/19/2024,"$4,862.20 "
50125804866,PO17708043,11/19/2024,$104.85 
50125804982,PO17617568,11/19/2024,"$3,040.00 "
50125805619,PO17736901,11/21/2024,$283.50 
50125808631,PO17622374,11/20/2024,"$4,718.84 "
50125810045,PO17732530,11/21/2024,"$3,402.20 "
50125812192,PO17411228,11/25/2024,"$3,456.39 "
50125814328,PO17563509,11/21/2024,"$2,621.30 "
50125814331,PO17604163,11/21/2024,$438.85 
50125814333,PO17546609,11/21/2024,$85.76 
50125816867,PO17628088,11/22/2024,"$10,539.20 "
50125816970,PO17722060,11/22/2024,$228.00 
50125818456,PO17698533,11/22/2024,"$2,382.00 "
50125819224,PO17735801,11/27/2024,"$1,250.00 "
50125819599,PO17769878,11/25/2024,$465.20 
50125822224,PO17590673,12/2/2024,$153.00 
50125822768,PO17639883,11/26/2024,"$2,438.16 "
50125825529,PO17496703,11/26/2024,$580.00 
50125826305,PO17759757,11/26/2024,"$120,510.00 "
50125826434,PO17524610,11/26/2024,$360.00 
50125827127,PO17731566,11/29/2024,$582.74 
50125828201,PO17457780,11/27/2024,$674.82 
50125828205,PO17138989,11/27/2024,$991.50 
50125828206,PO17168990,11/27/2024,$495.75 
50125828208,PO17448996,11/27/2024,"$1,050.99 "
50125829059,PO17489215,12/5/2024,"$1,480.39 "
50125830310,PO17731572,11/27/2024,$250.00 
50125830490,PO17764584,11/27/2024,$319.00 
50125833669,PO17654544,12/2/2024,"$1,172.25 "
50125833769,PO17665297,12/2/2024,$674.60 
50125833772,PO17701337,12/2/2024,$782.36 
50125835572,PO17452773,12/3/2024,"$63,534.00 "
50125835574,PO17457666,12/3/2024,"$2,541.36 "
50125837256,PO17520079,12/3/2024,"$89,000.00 "
50125839728,PO17730100,12/3/2024,"$25,490.00 "
50125839964,PO17707235,12/4/2024,$372.40 
50125840649,PO17728085,12/3/2024,"$4,001.80 "
50125841292,PO17433502,12/3/2024,"$224,370.00 "
50125842091,PO17681526,12/3/2024,"$1,652.19 "
50125842401,PO17675821,12/4/2024,$115.29 
50125843653,PO17706402,12/4/2024,"$38,335.64 "
50125843787,PO17582230,12/4/2024,"$1,093.44 "
50125844341,PO17613633,12/4/2024,$400.70 
50125844411,PO17782226,12/4/2024,"$6,920.02 "
50125844416,PO17303471,12/4/2024,"$1,234.80 "
50125846464,PO17746600,12/5/2024,"$6,037.12 "
50125846831,PO17613850,12/5/2024,$60.80 
50125849639,PO17684434,12/6/2024,"$304,464.00 "
50125851773,PO17586590,12/9/2024,$575.35 
50125852456,PO17639733,12/6/2024,$547.28 
50125852457,PO17649735,12/6/2024,$547.28 
50125855135,PO17752329,12/11/2024,"$29,742.59 "
50125859655,PO17610970,12/11/2024,"$4,243.11 "
50125859829,PO17758522,12/10/2024,$634.87 
50125864149,PO17606612,12/12/2024,"$146,040.95 "
50125867031,PO17735918,12/12/2024,"$60,258.78 "
50125867624,PO17743725,12/12/2024,$963.01 
50125869622,PO16561795,12/13/2024,$510.00 
50125869625,PO16691800,12/13/2024,$510.00 
50125869628,PO17037818,12/13/2024,$520.00 
50125870787,PO16561796,12/13/2024,$416.62 
50125871427,PO17589552,12/13/2024,"$112,284.00 "
50125873900,PO17707190,12/18/2024,"$184,238.40 "
50125874023,PO17762733,12/18/2024,$800.00 
50125874125,PO16166484,12/18/2024,$369.00 
50125874882,PO16915624,12/17/2024,"$7,508.00 "
50125874948,PO17668343,12/17/2024,"$288,440.00 "
50125874949,PO17527458,12/17/2024,"$1,053.25 "
50125875436,PO16977811,12/16/2024,$411.41 
50125875469,PO17770368,12/16/2024,"$92,560.00 "
50125878904,PO17560552,12/18/2024,"$1,260.00 "
50125879785,PO17542873,12/16/2024,"$1,265.80 "
50125879786,PO17562875,12/16/2024,$21.44 
50125879877,PO16671799,12/16/2024,$420.50 
50125879880,PO17443508,12/16/2024,"$1,289.21 "
50125880294,PO16977810,12/16/2024,$24.80 
50125881002,PO17798383,12/18/2024,"$7,190.00 "
50125883745,PO17572861,12/17/2024,"$27,339.00 "
50125884030,PO17756656,12/26/2024,"$5,504.91 "
50125884588,PO17793014,12/19/2024,"$10,335.75 "
50125884589,PO17515335,12/19/2024,"$2,993.50 "
50125885996,PO16076483,12/19/2024,$533.00 
50125885999,PO16076931,12/19/2024,$287.00 
50125890188,PO17791570,12/24/2024,$38.00 
50125890817,PO17518966,12/19/2024,$108.00 
50125891369,PO17601378,12/19/2024,"$2,611.48 "
50125892143,PO17626576,1/8/2025,$4.13 
50125892387,PO17458930,12/20/2024,$567.00 
50125896994,PO17632128,12/30/2024,$91.80 
50125896998,PO17722287,12/30/2024,$561.48 
50125898557,PO17682209,12/26/2024,"$2,451.28 "
50125898777,PO17700148,12/26/2024,"$1,210.50 "
50125899864,PO17797801,12/23/2024,$48.00 
50125899868,PO17798143,12/23/2024,"$16,869.00 "
50125902543,PO17700589,12/31/2024,"$36,470.40 "
50125903447,PO17721834,12/26/2024,"$4,820.00 "
50125904451,PO17467482,12/28/2024,"$12,498.87 "
50125904953,PO17705651,12/27/2024,"$7,545.60 "
50125906315,PO17547119,12/27/2024,$340.31 
50125908644,PO17731748,1/1/2025,$163.00 
50125908754,PO17510443,1/6/2025,"$6,091.80 "
50125908857,PO17726147,12/30/2024,$86.90 
50125908912,PO17575884,12/30/2024,$175.00 
50125908913,PO17585891,12/30/2024,$103.50 
50125910214,PO17579986,12/31/2024,"$2,541.36 "
50125911212,PO17754382,1/7/2025,"$1,021.79 "
50125911535,PO17703342,12/31/2024,"$338,923.20 "
50125912491,PO17749351,12/31/2024,$880.63 
50125916145,PO17672917,1/7/2025,$264.00 
50125917633,PO17390431,1/6/2025,"$5,298.21 "
50125917635,PO17500441,1/6/2025,$695.40 
50125917638,PO17590448,1/6/2025,$46.72 
50125917639,PO17610449,1/6/2025,"$3,040.00 "
50125917643,PO17640455,1/6/2025,$801.40 
50125919310,PO17572704,1/7/2025,"$1,305.83 "
50125919648,PO17699528,1/7/2025,"$23,145.00 "
50125919658,PO17691402,1/7/2025,"$149,580.00 "
50125919792,PO17802119,1/6/2025,$75.35 
50125920655,PO17790924,1/9/2025,"$1,433.25 "
50125921261,PO17691356,1/8/2025,$640.00 
50125922171,PO17753306,1/8/2025,"$7,526.40 "
50125922253,PO17514756,1/8/2025,"$1,197.40 "
50125922262,PO17705762,1/8/2025,$362.00 
50125922265,PO17706636,1/8/2025,$362.00 
50125922828,PO17576259,1/8/2025,"$35,380.75 "
50125925859,PO17797567,1/8/2025,"$5,325.13 "
50125929451,PO17770477,1/10/2025,"$1,635.90 "
50125929476,PO17810857,1/10/2025,"$4,740.00 "
50125930121,PO17745838,1/9/2025,"$1,007.78 "
50125930125,PO17743280,1/9/2025,"$6,150.00 "
50125935600,PO17585465,1/13/2025,"$266,885.37 "
50125935634,PO17734768,1/13/2025,"$2,389.50 "
50125936976,PO17805726,1/14/2025,$82.63 
50125937012,PO17482636,1/14/2025,"$98,312.00 "
50125937177,PO17752776,1/14/2025,$79.00 
50125937434,PO17793783,1/13/2025,$22.49 
50125939491,PO17418498,1/14/2025,$51.56 
50125939493,PO17448503,1/14/2025,$103.12 
50125939919,PO17688083,1/13/2025,"$368,560.00 "
50125939921,PO17688325,1/13/2025,"$304,464.00 "
50125939922,PO16163332,1/13/2025,$41.00 
50125943974,PO17785273,1/17/2025,"$1,737.94 "
50125944342,PO17759938,1/14/2025,$609.00 
50125944375,PO17809250,1/14/2025,"$1,223.47 "
50125945028,PO17829789,1/15/2025,$85.20 
50125945101,PO17705353,1/15/2025,$252.60 
50125945102,PO17742484,1/15/2025,"$1,200.00 "
50125945401,PO17829919,1/18/2025,"$1,129.00 "
50125945779,PO17720511,1/29/2025,"$4,442.92 "
50125946986,PO17781001,1/16/2025,"$27,289.50 "
50125946988,PO17755516,1/16/2025,"$6,995.00 "
50125946993,PO17755518,1/16/2025,"$22,978.58 "
50125947052,PO17412981,1/16/2025,$100.00 
50125947096,PO17563039,1/16/2025,$21.44 
50125948046,PO17796193,1/17/2025,$40.51 
50125949467,PO17821184,1/16/2025,$585.08 
50125949469,PO17754412,1/16/2025,"$5,460.00 "
50125949488,PO17752638,1/16/2025,"$1,300.45 "
50125951216,PO17825709,1/16/2025,"$6,339.40 "
50125951919,PO17821714,1/17/2025,$199.15 
50125959416,PO17801273,1/23/2025,"$2,213.22 "
50125959478,PO17704385,1/23/2025,"$4,660.99 "
50125959526,PO17513062,1/23/2025,"$1,668.10 "
50125959530,PO17583100,1/23/2025,"$6,429.50 "
50125960024,PO17726759,1/22/2025,"$4,820.00 "
50125961354,PO17830323,1/21/2025,$624.80 
50125963055,PO17824607,1/22/2025,$48.55 
50125964298,PO17570348,1/22/2025,$630.00 
50125964299,PO17671343,1/22/2025,$115.29 
50125964472,PO17796194,1/22/2025,$250.00 
50125967395,PO17766328,1/31/2025,"$1,516.00 "
50125967731,PO17679479,2/3/2025,"$4,955.50 "
50125967929,PO17765106,1/23/2025,$186.20 
50125968275,PO17708770,1/23/2025,$65.60 
50125968276,PO17759755,1/23/2025,"$6,428.16 "
50125968277,PO17512589,1/23/2025,$72.00 
50125972490,PO17618829,1/24/2025,"$15,859.50 "
50125972544,PO17839166,1/24/2025,$5.76 
50125973252,PO17790554,1/30/2025,$97.44 
50125974113,PO17738894,1/24/2025,"$126,388.80 "
50125974562,PO17538372,1/24/2025,"$89,000.00 "
50125974610,PO17453046,1/24/2025,$567.00 
50125975018,PO17782932,1/27/2025,"$8,777.38 "
50125975022,PO17755145,1/27/2025,"$211,497.00 "
50125975125,PO17562827,1/27/2025,$340.31 
50125975564,PO17708056,1/25/2025,"$258,436.80 "
50125976560,PO17660988,1/27/2025,"$288,440.00 "
50125976995,PO17840908,1/27/2025,$645.52 
50125978273,PO17733244,1/29/2025,"$1,725.00 "
50125978304,PO17681420,1/27/2025,"$320,488.00 "
50125979065,PO17799847,1/29/2025,$21.32 
50125980641,PO17665984,1/31/2025,$76.00 
50125986052,PO17572776,1/30/2025,$380.00 
50125986278,PO17712628,1/30/2025,"$167,562.74 "
50125986386,PO17827944,1/29/2025,$971.75 
50125986390,PO17827972,1/29/2025,"$1,892.67 "
50125986793,PO17759754,1/29/2025,"$11,161.16 "
50125988449,PO17639494,1/30/2025,$40.00 
50125988451,PO17504993,1/30/2025,$508.00 
50125989486,PO17766407,2/3/2025,$492.00 
50125989547,PO17839488,2/3/2025,$628.96 
50125989817,PO17829431,2/1/2025,$48.55 
50125990282,PO17843051,1/30/2025,$537.43 
50125990350,PO17510536,1/30/2025,"$3,998.60 "
50125991262,PO17741800,1/31/2025,$982.80 
50125991813,PO17666260,2/3/2025,$10.99 
50125992310,PO17810338,1/31/2025,$187.00 
50125992569,PO17703200,1/31/2025,"$269,126.40 "
50125992570,PO17703201,1/31/2025,"$113,184.00 "
50125994260,PO17837128,2/6/2025,$26.68 
50125996266,PO17615531,2/4/2025,"$1,055.34 "
50125996269,PO17461159,2/4/2025,"$2,773.20 "
50125996272,PO17811480,2/4/2025,"$1,143.75 "
50125997110,PO17708927,2/4/2025,"$162,230.40 "
50125997544,PO17857897,2/4/2025,"$16,920.00 "
50125997666,PO17746075,2/4/2025,$970.93 
50125997670,PO17838249,2/4/2025,"$2,280.25 "
50125997674,PO17748998,2/4/2025,"$1,941.85 "
50126000862,PO17734539,2/5/2025,"$10,474.50 "
50126002535,PO17794589,2/5/2025,"$1,562.50 "
50126004168,PO17699217,2/6/2025,"$149,580.00 "
50126004216,PO17800523,2/6/2025,$949.60 
50126005131,PO17482633,2/7/2025,"$39,329.60 "
50126005478,PO17699216,2/6/2025,"$23,145.00 "
50126005596,PO17813085,2/6/2025,"$4,539.68 "
50126005859,PO17791505,2/7/2025,$250.00 
50126005860,PO17791507,2/7/2025,$250.00 
50126005863,PO17791518,2/7/2025,$250.00 
50126005869,PO17823667,2/7/2025,$237.20 
50126013405,PO17745885,2/11/2025,"$4,300.00 "
50126013673,PO17709940,2/11/2025,"$1,433.80 "
50126014471,PO17827662,2/11/2025,"$15,000.00 "
50126014487,PO17770005,2/11/2025,"$1,603.70 "
50126015083,PO17709998,2/10/2025,"$1,289.21 "
50126016307,PO17480387,2/10/2025,"$78,651.20 "
50126018024,PO17655154,2/12/2025,$17.82 
50126020757,PO17786509,2/14/2025,$7.35 
50126021039,PO17792241,2/12/2025,$534.00 
50126022560,PO17745886,2/11/2025,"$2,912.78 "
50126024926,PO17869812,2/12/2025,"$2,217.56 "
50126025738,PO17675852,3/12/2025,"$336,512.00 "
50126034135,PO17572090,2/19/2025,$474.80 
50126034137,PO17875848,2/19/2025,$175.00 
50126034832,PO17833087,2/14/2025,$36.66 
50126039887,PO17876746,2/18/2025,$207.04 
50126042328,PO17671567,2/19/2025,"$320,488.00 "
50126043046,PO17772783,2/19/2025,$7.89 
50126043301,PO17702099,2/19/2025,"$2,086.20 "
50126043720,PO17762198,2/19/2025,$907.20 
50126044894,PO17860256,2/19/2025,$30.00 
50126045240,PO17731784,2/20/2025,$597.37 
50126045241,PO17765469,2/20/2025,$455.40 
50126045535,PO17681568,2/20/2025,"$352,536.00 "
50126048321,PO17848434,2/20/2025,"$1,116.12 "
50126049014,PO17456462,2/21/2025,$567.00 
50126050505,PO17705895,2/21/2025,$785.04 
50126051613,PO17850760,2/24/2025,"$3,727.04 "
50126052348,PO17870446,2/21/2025,$190.00 
50126052746,PO17772750,2/22/2025,$674.60 
50126053056,PO17777919,2/25/2025,"$2,947.00 "
50126056793,PO17799768,2/24/2025,$448.50 
50126056796,PO17801555,2/24/2025,$165.00 
50126058523,PO17746841,2/25/2025,"$1,088.62 "
50126059864,PO17775734,2/25/2025,$34.35 
50126059876,PO17775735,2/25/2025,$84.14 
50126059884,PO17779931,2/25/2025,$250.00 
50126060561,PO17523832,3/10/2025,"$2,667.60 "
50126061270,PO17849312,3/3/2025,$0.70 
50126062545,PO17870221,2/25/2025,"$71,400.00 "
50126063193,PO17772193,2/26/2025,$736.75 
50126063196,PO17792005,2/26/2025,$677.55 
50126063406,PO17770152,2/26/2025,$250.00 
50126063847,PO17755888,2/26/2025,"$1,365.00 "
50126066008,PO17679032,2/27/2025,"$320,488.00 "
50126066011,PO17667591,2/27/2025,"$320,488.00 "
50126066014,PO17668428,2/27/2025,"$320,488.00 "
50126073075,PO17681758,2/28/2025,"$192,296.00 "
50126073499,PO17884687,3/4/2025,"$1,890.89 "
50126073588,PO17885873,3/6/2025,$21.00 
50126074073,PO17682807,3/5/2025,"$128,200.00 "
50126074288,PO17705443,3/1/2025,"$11,947.20 "
50126075784,PO17735877,3/3/2025,$98.75 
50126076736,PO17700223,3/3/2025,"$75,456.00 "
50126078001,PO17738061,3/4/2025,$792.00 
50126080883,PO17705442,3/4/2025,"$291,134.40 "
50126080885,PO17705444,3/4/2025,"$111,926.40 "
50126080997,PO17890305,3/6/2025,$877.20 
50126081520,PO17868540,3/4/2025,"$9,562.83 "
50126081997,PO17746517,3/6/2025,"$8,212.25 "
50126090984,PO17876623,3/7/2025,"$75,688.00 "
50126090989,PO17886628,3/7/2025,"$68,808.00 "
50126090990,PO17886629,3/7/2025,"$75,688.00 "
50126091973,PO17690814,3/7/2025,"$168,264.15 "
50126092012,PO17772312,3/7/2025,"$1,402.31 "
50126092414,PO17795296,3/7/2025,"$54,275.00 "
50126092417,PO17690823,3/7/2025,"$16,895.85 "
50126092423,PO17797988,3/7/2025,"$155,072.00 "
50126097259,PO17896071,3/11/2025,$690.36 
50126097261,PO17594723,3/11/2025,$794.74 
50126098543,PO17899780,3/11/2025,"$3,712.50 "
50126102258,PO17496784,3/12/2025,"$2,200.00 "
50126102260,PO17702820,3/12/2025,$181.80 
50126102263,PO17814121,3/12/2025,"$5,598.20 "
50126102581,PO17675851,3/13/2025,"$240,368.00 "
50126104287,PO17794114,3/12/2025,$103.50 
50126106155,PO17703669,3/13/2025,"$136,449.60 "
50126106245,PO17876439,3/13/2025,"$2,897.50 "
50126107912,PO17658950,3/13/2025,$844.00 
50126107978,PO17773628,3/13/2025,$156.43 
50126110716,PO16444643,3/14/2025,$320.14 
50126111764,PO17700103,3/15/2025,"$118,843.20 "
50126112367,PO17902173,3/14/2025,$8.54 
50126115078,PO17616977,3/17/2025,$584.76 
50126115080,PO17731607,3/17/2025,$97.90 
50126115547,PO17790766,3/25/2025,$415.00 
50126115620,PO17849930,3/25/2025,$558.06 
50126115941,PO17919789,3/18/2025,"$2,600.17 "
50126116134,PO17875682,3/18/2025,$131.20 
50126116852,PO17867266,3/17/2025,"$5,533.05 "
50126118262,PO17512269,3/31/2025,"$1,796.10 "
50126118991,PO17771132,3/21/2025,$261.15 
50126118992,PO17851735,3/21/2025,$141.00 
50126119135,PO17763918,3/26/2025,"$42,165.56 "
50126119322,PO17611602,3/17/2025,$877.14 
50126120261,PO17584128,3/19/2025,$460.00 
50126121533,PO17769396,3/18/2025,"$2,321.04 "
50126123566,PO17676950,3/18/2025,"$96,152.00 "
50126124464,PO17776142,3/19/2025,$231.60 
50126126465,PO17737710,3/20/2025,"$53,448.00 "
50126127770,PO17753882,3/20/2025,$420.00 
50126127772,PO17862899,3/20/2025,$33.43 
50126129843,PO17668547,3/20/2025,"$336,512.00 "
50126130009,PO17708610,3/20/2025,"$9,432.00 "
50126132198,PO17829399,3/24/2025,"$18,367.36 "
50126132199,PO17828690,3/24/2025,"$7,653.07 "
50126132200,PO17864510,3/24/2025,"$48,697.20 "
50126133740,PO17900318,3/26/2025,"$5,600.82 "
50126134623,PO17736166,3/24/2025,"$6,916.80 "
50126134624,PO17736168,3/24/2025,"$2,515.20 "
50126135003,PO17712465,3/24/2025,"$4,590.76 "
50126135028,PO17696855,3/24/2025,"$148,158.99 "
50126135921,PO17696423,3/24/2025,"$228,558.24 "
50126136313,PO17903285,3/22/2025,$7.10 
50126136803,PO17860430,3/25/2025,$619.69 
50126139238,PO17820494,3/24/2025,"$13,019.00 "
50126139241,PO17797112,3/24/2025,"$1,941.94 "
50126139244,PO17867638,3/24/2025,"$10,296.00 "
50126139476,PO17709214,3/25/2025,"$59,107.20 "
50126139830,PO17892766,3/24/2025,$354.88 
50126140648,PO17510588,3/25/2025,"$1,668.10 "
50126140651,PO17840636,3/25/2025,"$6,138.66 "
50126142247,PO17741782,3/26/2025,$374.40 
50126146638,PO17920764,3/26/2025,"$1,123.38 "
50126146694,PO17510037,3/27/2025,$514.45 
50126147656,PO17844441,3/28/2025,"$6,138.66 "
50126147791,PO17519922,3/26/2025,"$2,394.80 "
50126147839,PO17682539,3/26/2025,"$320,488.00 "
50126150118,PO17759763,3/28/2025,$200.00 
50126150989,PO17898879,3/29/2025,"$2,535.00 "
50126150993,PO17866135,3/29/2025,"$3,220.80 "
50126151364,PO17725206,3/27/2025,$351.72 
50126151898,PO17424329,3/28/2025,"$3,086.70 "
50126151904,PO17533446,3/28/2025,"$89,000.00 "
50126151995,PO17751226,3/28/2025,"$1,218.00 "
50126152284,PO17723196,3/27/2025,$567.00 
50126152869,PO17856107,3/28/2025,$57.93 
50126152905,PO17779287,3/28/2025,"$1,391.00 "
50126153706,PO17794188,3/31/2025,"$12,900.00 "
50126153708,PO17498413,3/31/2025,"$17,570.58 "
50126154862,PO17708788,3/28/2025,"$92,433.60 "
50126157034,PO17499587,3/28/2025,$69.20 
50126157035,PO17851229,3/28/2025,$263.25 
50126159885,PO17732723,4/2/2025,$944.80 
50126160976,PO17851532,3/31/2025,$194.46 
50126163847,PO17828193,4/1/2025,"$6,060.57 "
50126164521,PO17700017,4/2/2025,"$119,472.00 "
50126165380,PO17925359,4/1/2025,"$3,998.60 "
50126166769,PO17859460,4/3/2025,"$4,277.82 "
50126169443,PO17775390,4/2/2025,"$1,489.15 "
50126169446,PO17828391,4/2/2025,"$2,863.50 "
50126169938,PO17763784,4/3/2025,$243.50 
50126172106,PO17613119,4/7/2025,"$27,944.00 "
50126184981,PO17027482,4/8/2025,"$17,927.84 "
50126186818,PO17934853,4/9/2025,"$2,262.72 "
50126202935,PO17959991,4/15/2025,$11.96 
50126205474,PO17880087,4/25/2025,$460.33 
50126208536,PO17969989,4/28/2025,"$12,916.74 "
50126212370,PO17911147,4/16/2025,"$64,804.69 "
50126214457,PO17675541,4/16/2025,"$336,512.00 "
50126214460,PO17678333,4/16/2025,"$336,512.00 "
50126215157,PO17892890,4/17/2025,$682.60 
50126215191,PO17957582,4/17/2025,$27.61 
50126217448,PO17677050,4/17/2025,"$304,464.00 "
50126223408,PO17959908,4/22/2025,"$4,128.90 "
